zipcode,centile,superzip,rank,city,state,adultpop,households,college,income
15054,14.22595,0,,Langeloth,PA,345,139,8.4058%,51.3233
67349,14.22562,0,18576,Howard,KS,877,338,11.63056%,45.766
2119,14.22147,0,18577,Boston,MA,14240,5528,14.92978%,40.07271
72131,14.2168,0,18578,Quitman,AR,2747,1205,11.61267%,45.78823
38387,14.21598,0,,Westport,TN,252,105,1.19048%,63.7455
54930,14.21557,0,18579,Coloma,WI,1250,478,8.8%,50.62243
87511,14.21488,0,18580,Alcalde,NM,1242,554,8.53462%,51.07878
39443,14.21087,0,18581,Laurel,MS,13368,5980,11.09366%,46.66824
84401,14.20292,0,18582,Ogden,UT,15599,6187,11.87897%,45.31096
72064,14.19814,0,18583,Hazen,AR,1840,775,9.18478%,49.94901
43793,14.1966,0,18584,Woodsfield,OH,3758,1547,10.35125%,47.93661
79761,14.1908,0,18585,Odessa,TX,17358,7467,13.03722%,43.3064
77420,14.18569,0,18586,Boling,TX,1276,566,7.13166%,53.48084
27288,14.18059,0,18587,Eden,NC,17280,7088,9.97685%,48.57473
13750,14.1756,0,18588,Davenport,NY,900,388,10.22222%,48.14322
58385,14.17532,0,,Wolford,ND,132,57,11.36364%,46.17528
50137,14.17527,0,,Killduff,IA,48,21,8.33333%,51.39653
34753,14.17482,0,18589,Mascotte,FL,1604,697,7.4813%,52.86104
25070,14.17416,0,18590,Eleanor,WV,781,329,8.19462%,51.63058
13780,14.17378,0,18591,Guilford,NY,631,256,10.45959%,47.7274
35647,14.17342,0,18592,Lester,AL,693,329,5.19481%,56.79953
80514,14.1727,0,18593,Dacono,CO,1902,775,5.94111%,55.51285
5858,14.17211,0,,North Concord,VT,277,115,12.27437%,44.59831
62663,14.17197,0,,Manchester,IL,216,99,10.64815%,47.4005
62340,14.17159,0,18594,Griggsville,IL,1167,508,9.59726%,49.2076
76706,14.16756,0,18595,Waco,TX,13512,5938,12.79603%,43.69476
98330,14.16384,0,,Elbe,WA,49,22,0%,65.74352
72727,14.16302,0,18596,Elkins,AR,2921,1293,10.30469%,47.98238
27017,14.1606,0,18597,Dobson,NC,5888,2512,10.03736%,48.44266
43964,14.15699,0,18598,Toronto,OH,7274,3066,8.46852%,51.14285
17768,14.15493,0,,Shunk,PA,227,86,9.69163%,49.035
63465,14.15479,0,,Revere,MO,303,132,9.90099%,48.67149
40355,14.15469,0,,New Liberty,KY,47,26,10.6383%,47.4005
56672,14.15426,0,18599,Remer,MN,1496,587,12.23262%,44.65192
77901,14.14718,0,18600,Victoria,TX,24330,10178,11.88245%,45.25473
61458,14.14031,0,18601,Maquon,IL,668,276,8.08383%,51.80058
58372,14.1401,0,,Sarles,ND,108,43,11.11111%,46.58325
37871,14.13852,0,18602,Strawberry Plains,TN,5652,2520,7.37792%,53.01534
60632,14.12368,0,18603,Chicago,IL,48431,19273,7.07811%,53.52661
39057,14.11009,0,18604,Conehatta,MS,1076,518,8.73606%,50.6695
46910,14.10925,0,18605,Akron,IN,1971,896,5.98681%,55.40694
26679,14.10837,0,18606,Mount Nebo,WV,1241,536,9.18614%,49.88755
62428,14.10743,0,18607,Greenup,IL,2194,885,9.16135%,49.9294
70657,14.10619,0,18608,Ragley,LA,2319,1102,8.10694%,51.74566
58632,14.10546,0,,Golva,ND,155,66,9.67742%,49.035
57531,14.10546,0,,Draper,SD,186,74,9.67742%,49.035
15963,14.10308,0,18609,Windber,PA,8318,3355,11.9019%,45.20112
72579,14.10059,0,18610,Sulphur Rock,AR,729,326,8.64198%,50.81857
50845,14.10024,0,18611,Diagonal,IA,542,241,14.02214%,41.54376
49722,14.10009,0,,Conway,MI,44,19,0%,65.7069
88411,14.10006,0,,Bard,NM,61,16,22.95082%,26.152
44703,14.09822,0,18612,Canton,OH,6636,2530,12.85413%,43.55093
71667,14.09496,0,18613,Star City,AR,5231,2222,10.17014%,48.1746
32784,14.0918,0,18614,Umatilla,FL,6300,2638,10.34921%,47.86339
73098,14.08924,0,18615,Wynnewood,OK,3010,1294,11.42857%,46.00267
65321,14.08834,0,,Blackburn,MO,279,101,8.24373%,51.48675
15693,14.08816,0,,Whitney,PA,356,140,8.42697%,51.16639
97873,14.088,0,,Seneca,OR,228,97,14.91228%,39.99033
58443,14.08788,0,,Glenfield,ND,210,93,14.76191%,40.24924
85638,14.08741,0,18616,Tombstone,AZ,1500,560,12.66667%,43.85952
37370,14.08625,0,18617,Riceville,TN,2720,1229,7.94118%,52.00195
62627,14.08529,0,18618,Chandlerville,IL,802,329,7.10723%,53.43507
97473,14.085,0,,Scottsburg,OR,228,86,15.35088%,39.228
13325,14.08477,0,18619,Constableville,NY,620,254,8.70968%,50.6695
50040,14.08451,0,,Boxholm,IA,170,66,8.23529%,51.48675
65354,14.08451,0,,Syracuse,MO,170,71,8.23529%,51.48675
62818,14.08435,0,,Browns,IL,221,100,11.76471%,45.40249
56464,14.08356,0,18620,Menahga,MN,2677,1068,10.75831%,47.13636
32501,14.07973,0,18621,Pensacola,FL,11253,3379,17.87968%,34.86454
65707,14.07624,0,18622,Miller,MO,1456,639,11.67582%,45.55417
12878,14.07571,0,,Stony Creek,NY,481,173,10.60291%,47.4005
35503,14.07391,0,18623,Jasper,AL,6080,2604,9.67105%,49.00492
36558,14.07154,0,18624,Millry,AL,2567,1134,10.36229%,47.80978
99157,14.07071,0,,Northport,WA,450,179,17.55556%,35.41373
31535,14.06918,0,18625,Douglas,GA,5110,2452,9.00196%,50.153
64859,14.06758,0,18626,Reeds,MO,726,318,10.0551%,48.33413
96105,14.06728,0,,Chilcoot,CA,346,124,8.3815%,51.21477
88416,14.0671,0,,Conchas Dam,NM,331,130,12.08459%,44.83237
36005,14.06669,0,18627,Banks,AL,1161,496,13.43669%,42.497
70087,14.06528,0,18628,Saint Rose,LA,3969,1740,9.34744%,49.53843
63561,14.06398,0,18629,Queen City,MO,752,305,11.70213%,45.47964
38548,14.06366,0,,Buffalo Valley,TN,437,204,13.95881%,41.58953
44706,14.06008,0,18630,Canton,OH,12583,5237,6.42136%,54.57792
18821,14.05641,0,18631,Great Bend,PA,821,335,9.37881%,49.48089
72045,14.05596,0,18632,El Paso,AR,803,367,6.10212%,55.12711
78840,14.04864,0,18633,Del Rio,TX,25877,11203,14.17475%,41.21555
12206,14.03892,0,18634,Albany,NY,9543,3497,17.88746%,34.81747
15427,14.03607,0,18635,Daisytown,PA,854,349,9.95316%,48.48973
57322,14.03577,0,,Carpenter,SD,215,99,13.02326%,43.19787
73450,14.0355,0,18636,Milburn,OK,756,322,14.94709%,39.8818
14879,14.03492,0,18637,Savona,NY,1373,600,8.44865%,51.07878
48529,14.03267,0,18638,Burton,MI,6811,2919,7.53193%,52.65836
92241,14.02967,0,18639,Desert Hot Springs,CA,4142,1466,13.4959%,42.38062
79603,14.0246,0,18640,Abilene,TX,14336,6331,11.51646%,45.79084
29303,14.01637,0,18641,Spartanburg,SC,15610,5736,10.76874%,47.07621
35974,14.0118,0,18642,Geraldine,AL,1045,443,11.19617%,46.33873
55726,14.01135,0,18643,Cromwell,MN,599,249,8.68113%,50.6695
76878,14.01091,0,18644,Santa Anna,TX,1007,390,11.42006%,45.94776
63548,14.0104,0,18645,Lancaster,MO,828,366,12.56039%,43.98243
41538,14.01013,0,,Jonancy,KY,181,71,11.04972%,46.58325
85332,14.00964,0,18646,Congress,AZ,1599,664,12.94559%,43.31425
15623,14.00902,0,18647,Claridge,PA,640,270,12.5%,44.08181
36779,14.00873,0,,Sprott,AL,430,177,9.06977%,49.98824
62044,14.00824,0,18648,Greenfield,IL,1337,593,7.9282%,51.95356
76380,14.00705,0,18649,Seymour,TX,3017,1209,12.06497%,44.82453
12953,14.00298,0,18650,Malone,NY,11809,3051,9.97544%,48.42435
72060,13.99958,0,18651,Griffithville,AR,549,248,8.19672%,51.48675
73772,13.9983,0,18652,Watonga,OK,4129,1274,13.07823%,43.07365
76645,13.99527,0,18653,Hillsboro,TX,6906,2803,12.61222%,43.87652
81638,13.99333,0,,Hamilton,CO,144,67,9.72222%,48.85324
51501,13.98737,0,18654,Council Bluffs,IA,21574,8847,8.26921%,51.35599
68631,13.98136,0,,Creston,NE,361,163,9.14127%,49.85225
17742,13.98124,0,,Lairdsville,PA,51,24,3.92157%,58.842
29479,13.98006,0,18655,Saint Stephen,SC,4274,1810,11.44127%,45.88368
34473,13.97737,0,18656,Ocala,FL,5528,2219,11.4508%,45.86407
27014,13.97575,0,,Cooleemee,NC,376,156,7.71277%,52.304
29129,13.97515,0,18657,Ridge Spring,SC,1803,755,11.98003%,44.94875
73547,13.9742,0,18658,Granite,OK,1638,398,12.45421%,44.1315
93301,13.9716,0,18659,Bakersfield,CA,7826,2903,15.30795%,39.20708
74942,13.9694,0,,Leflore,OK,197,91,16.24365%,37.5935
67842,13.96926,0,,Ford,KS,320,148,10.625%,47.27497
29432,13.96868,0,18660,Branchville,SC,1788,733,8.38926%,51.12324
38965,13.9666,0,18661,Water Valley,MS,5780,2525,11.02076%,46.58325
83639,13.9646,0,18662,Marsing,ID,1498,700,12.08278%,44.7513
14767,13.96387,0,18663,Panama,NY,1149,507,10.96606%,46.67347
33032,13.96049,0,18664,Homestead,FL,11179,4888,10.9491%,46.70224
37818,13.95656,0,18665,Mosheim,TN,3154,1316,8.62397%,50.7035
32831,13.95567,0,,Orlando,FL,33,17,0%,65.56176
44816,13.95567,0,,Birmingham,OH,43,33,0%,65.56176
58332,13.95557,0,,Esmond,ND,305,128,11.80328%,45.22073
65001,13.9554,0,,Argyle,MO,319,142,6.26959%,54.75575
17980,13.9547,0,18666,Tower City,PA,2230,918,6.41256%,54.50469
44432,13.95131,0,18667,Lisbon,OH,10116,3216,8.06643%,51.65412
38063,13.94566,0,18668,Ripley,TN,10439,4682,9.32082%,49.49135
39346,13.94231,0,18669,Noxapater,MS,1768,757,11.36878%,45.96083
16263,13.94174,0,,Yatesboro,PA,305,110,7.54098%,52.55506
17832,13.9415,0,18670,Marion Heights,PA,574,206,9.58188%,49.035
49821,13.94106,0,18671,Daggett,MI,1028,424,10.31128%,47.77709
74039,13.94027,0,18672,Kellyville,OK,1850,838,7.83784%,52.03856
11692,13.93721,0,18673,Arverne,NY,9293,3753,13.64468%,42.02888
54447,13.93456,0,,Lublin,WI,383,148,7.04961%,53.39323
35957,13.93175,0,18674,Boaz,AL,9865,4273,10.91738%,46.72578
8251,13.92716,0,18675,Villas,NJ,6836,2727,9.06963%,49.90848
56260,13.92511,0,18676,Maynard,MN,618,267,5.50162%,56.0542
21874,13.92454,0,18677,Willards,MD,1475,649,6.23729%,54.78582
80861,13.92409,0,,Vona,CO,150,62,14%,41.40777
71003,13.92384,0,18678,Athens,LA,742,322,10.24259%,47.8817
70782,13.9236,0,,Tunica,LA,155,67,8.3871%,51.07878
72661,13.92342,0,,Oakland,AR,489,190,14.31493%,40.8625
36467,13.92148,0,18679,Opp,AL,6578,2809,11.88811%,45.0442
71971,13.91961,0,,Umpire,AR,234,114,6.41026%,54.48377
14872,13.91947,0,,Pine Valley,NY,294,130,12.92517%,43.25148
50062,13.91908,0,18680,Dallas,IA,1101,465,5.72207%,55.66322
57601,13.91802,0,18681,Mobridge,SD,2789,1135,14.44962%,40.61406
35078,13.91674,0,18682,Harpersville,AL,1871,768,9.24639%,49.58027
15851,13.91501,0,18683,Reynoldsville,PA,4426,1903,8.99232%,50.0157
37681,13.91268,0,18684,Limestone,TN,4061,1690,10.93327%,46.66955
74553,13.9113,0,18685,Kiowa,OK,953,414,11.12277%,46.34265
77363,13.91067,0,18686,Plantersville,TX,1367,575,9.87564%,48.48973
30558,13.90949,0,18687,Maysville,GA,2899,1334,6.69196%,53.9738
33825,13.90416,0,18688,Avon Park,FL,16523,6387,11.95303%,44.90429
83846,13.89949,0,,Mullan,ID,498,193,9.83936%,48.54465
51450,13.899,0,18689,Lake View,IA,1295,521,10.50193%,47.4005
29113,13.89836,0,18690,Norway,SC,1041,446,12.87224%,43.31425
29142,13.89724,0,18691,Santee,SC,3015,1350,12.76949%,43.48816
72685,13.89619,0,18692,Western Grove,AR,820,366,11.21951%,46.15828
99139,13.89573,0,18693,Ione,WA,828,341,10.02415%,48.21775
36276,13.89506,0,18694,Wadley,AL,1621,698,12.58482%,43.8046
95681,13.89437,0,18695,Sheridan,CA,910,358,6.7033%,53.9385
31639,13.89241,0,18696,Nashville,GA,6238,2619,10.77268%,46.92584
76559,13.89031,0,18697,Nolanville,TX,1414,660,9.54738%,49.035
52070,13.88968,0,18698,Sabula,IA,861,351,8.47851%,50.87349
42409,13.88894,0,18699,Dixon,KY,1825,792,6.46575%,54.33863
29403,13.88497,0,18700,Charleston,SC,12656,4558,20.85967%,29.53345
35768,13.8793,0,18701,Scottsboro,AL,7975,3249,10.36991%,47.60971
18508,13.87495,0,18702,Scranton,PA,7868,3040,10.06609%,48.13276
42345,13.87074,0,18703,Greenville,KY,7465,3198,9.87274%,48.46227
67761,13.86864,0,,Wallace,KS,169,69,13.01775%,43.04227
68828,13.86853,0,,Comstock,NE,245,107,13.46939%,42.26294
32038,13.86727,0,18704,Fort White,FL,4353,1844,9.74041%,48.68718
56064,13.86605,0,,Manchester,MN,69,30,2.89855%,60.4765
48401,13.86576,0,18705,Applegate,MI,1006,429,5.86481%,55.35986
59311,13.86545,0,,Alzada,MT,134,55,11.19403%,46.17528
54845,13.86539,0,,Hertel,WI,70,28,11.42857%,45.766
28752,13.85982,0,18706,Marion,NC,20231,8187,9.58924%,48.9317
72127,13.8539,0,18707,Plumerville,AR,1324,576,7.40181%,52.7002
28399,13.85317,0,18708,White Oak,NC,1365,581,13.04029%,42.9782
67138,13.8527,0,,Sharon,KS,318,121,7.2327%,52.98526
30220,13.85208,0,18709,Grantville,GA,1950,832,6.5641%,54.13726
83869,13.85091,0,18710,Spirit Lake,ID,2308,1011,9.83535%,48.49888
84760,13.85017,0,,Paragonah,UT,389,182,10.28278%,47.7274
93461,13.84988,0,18711,Shandon,CA,665,301,10.97744%,46.52833
64862,13.84913,0,18712,Sarcoxie,MO,2067,893,9.48234%,49.103
62033,13.8476,0,18713,Gillespie,IL,3482,1429,8.09879%,51.48675
65082,13.84644,0,18714,Tuscumbia,MO,753,282,6.5073%,54.22748
74029,13.8453,0,18715,Dewey,OK,3422,1441,9.43892%,49.17491
66959,13.84431,0,,Munden,KS,187,81,14.97326%,39.63728
13454,13.84413,0,,Salisbury Center,NY,450,182,8%,51.6502
15776,13.844,0,,Sprankle Mills,PA,37,17,5.40541%,56.11827
43724,13.84239,0,18716,Caldwell,OH,5793,1780,8.19955%,51.30238
51520,13.84075,0,,Arion,IA,192,85,10.9375%,46.58325
88415,13.84016,0,18717,Clayton,NM,1977,831,12.84775%,43.29071
2128,13.8328,0,18718,Boston,MA,24819,8768,10.43958%,47.43973
46941,13.82576,0,18719,Lagro,IN,829,361,6.15199%,54.82375
30817,13.82404,0,18720,Lincolnton,GA,5441,2258,10.12681%,47.97323
7503,13.81938,0,18721,Paterson,NJ,11558,4372,10.10555%,48.00984
31015,13.81266,0,18722,Cordele,GA,12914,5592,12.99365%,43.02919
50044,13.80892,0,18723,Bussey,IA,704,312,5.39773%,56.11827
58384,13.80861,0,,Willow City,ND,464,197,12.06897%,44.62185
38008,13.80664,0,18724,Bolivar,TN,6709,2811,11.11939%,46.25504
73738,13.80458,0,18725,Garber,OK,790,340,11.51899%,45.56202
28572,13.80331,0,18726,Pink Hill,NC,3824,1705,8.5251%,50.7205
12819,13.8022,0,,Clemons,NY,243,107,12.34568%,44.1315
77866,13.80212,0,,Millican,TX,46,32,21.73913%,27.93557
15482,13.80195,0,18727,Star Junction,PA,576,229,11.45833%,45.64962
47038,13.80152,0,18728,Patriot,IN,976,423,5.22541%,56.39025
38345,13.80091,0,18729,Huron,TN,1220,537,7.45902%,52.53806
79539,13.80053,0,,O Brien,TX,172,69,19.76744%,31.32748
78102,13.79546,0,18730,Beeville,TX,18321,5650,12.7504%,43.41755
78021,13.79041,0,,Fowlerton,TX,93,40,16.12903%,37.5935
62885,13.79022,0,18731,Shobonier,IL,568,234,1.58451%,62.65627
27845,13.78955,0,18732,Jackson,NC,1888,512,10.16949%,47.86208
74401,13.78596,0,18733,Muskogee,OK,11189,4661,15.4348%,38.7808
40744,13.77995,0,18734,London,KY,10709,4968,13.59604%,41.94912
47446,13.77509,0,18735,Mitchell,IN,6996,2966,6.56089%,54.06926
29101,13.77269,0,18736,Mc Bee,SC,1743,779,9.35169%,49.25991
47359,13.77162,0,18737,Montpelier,IN,2172,919,6.58379%,54.02742
72956,13.76593,0,18738,Van Buren,AR,18530,8237,9.85969%,48.3812
39574,13.75903,0,18739,Saucier,MS,6634,3065,9.70757%,48.64141
19123,13.75547,0,18740,Philadelphia,PA,6327,1968,17.6703%,34.91946
49919,13.75369,0,,Covington,MI,152,61,5.92105%,55.16503
15961,13.75355,0,,Vintondale,PA,392,185,11.47959%,45.58424
73716,13.75333,0,,Aline,OK,392,172,9.94898%,48.21775
15684,13.75307,0,18741,Slickville,PA,563,237,8.52576%,50.6695
16738,13.75233,0,18742,Lewis Run,PA,2135,364,5.48009%,55.9169
46702,13.75129,0,18743,Andrews,IN,1663,769,5.71257%,55.51416
15774,13.75023,0,18744,Shelocta,PA,2199,961,9.68622%,48.66626
75501,13.74323,0,18745,Texarkana,TX,23277,9237,11.20419%,46.04844
47003,13.73674,0,,West College Corner,IN,378,189,8.99471%,49.85225
31055,13.73582,0,18746,Mc Rae,GA,2945,1218,13.65025%,41.82882
72583,13.73472,0,18747,Viola,AR,1056,453,10.41667%,47.4005
99343,13.73405,0,18748,Mesa,WA,1407,700,8.742%,50.28506
49847,13.73345,0,18749,Hermansville,MI,765,298,7.18954%,52.9578
73038,13.73284,0,18750,Fort Cobb,OK,1451,636,13.09442%,42.78075
43323,13.73229,0,18751,Harpster,OH,544,244,6.06618%,54.89174
24563,13.73105,0,18752,Hurt,VA,3987,1697,5.64334%,55.61615
56249,13.72988,0,,Holloway,MN,268,124,7.83582%,51.83718
69356,13.72941,0,18753,Minatare,NE,1443,647,10.81081%,46.70878
4745,13.72878,0,18754,Frenchville,ME,868,354,7.8341%,51.83718
96783,13.72818,0,18755,Pepeekeo,HI,1300,485,10.53846%,47.17559
49948,13.72768,0,18756,Mass City,MI,541,200,11.82994%,44.94875
64664,13.72748,0,,Mooresville,MO,190,82,10%,48.10137
80740,13.7274,0,,Lindon,CO,88,38,17.04545%,35.959
64628,13.7262,0,18757,Brookfield,MO,4259,1691,10.68326%,46.92192
27053,13.72448,0,18758,Westfield,NC,2036,898,6.72888%,53.73452
28043,13.72017,0,18759,Forest City,NC,13659,5871,10.33751%,47.51426
47868,13.71583,0,18760,Poland,IN,2143,917,7.18619%,52.9395
59535,13.71522,0,,Lloyd,MT,82,33,15.85366%,38.00278
74869,13.71509,0,,Sparks,OK,392,173,10.45918%,47.29851
87521,13.71483,0,18761,Chamisal,NM,549,208,13.84335%,41.46531
18439,13.71456,0,,Lakewood,PA,456,182,10.52632%,47.16644
73947,13.71431,0,,Keyes,OK,443,187,10.83521%,46.63163
67105,13.71415,0,,Milan,KS,149,71,4.69799%,57.2075
26030,13.714,0,,Beech Bottom,WV,392,162,9.43878%,49.035
37345,13.71349,0,18762,Huntland,TN,1481,609,7.22485%,52.84927
34491,13.70914,0,18763,Summerfield,FL,14335,6139,9.87094%,48.28705
74868,13.70306,0,18764,Seminole,OK,7808,3404,13.43494%,42.14395
27536,13.69388,0,18765,Henderson,NC,25642,10891,10.86499%,46.57018
48731,13.68651,0,18766,Elkton,MI,1227,542,7.09046%,53.07287
56289,13.68604,0,,Sunburg,MN,455,193,9.67033%,48.62703
72396,13.68345,0,18767,Wynne,AR,9006,4004,10.87053%,46.55841
48735,13.68079,0,18768,Gagetown,MI,661,261,5.44629%,55.8999
99690,13.68058,0,,Nightmute,AK,106,42,10.37736%,47.4005
26386,13.68013,0,18769,Lumberport,WV,1529,650,8.8293%,50.0667
57353,13.67956,0,18770,Iroquois,SD,541,232,9.42699%,49.035
16655,13.67913,0,18771,Imler,PA,1034,442,8.70406%,50.27983
62889,13.67868,0,18772,Texico,IL,628,272,8.12102%,51.28276
16748,13.67793,0,18773,Shinglehouse,PA,2092,868,9.36902%,49.12523
42164,13.67474,0,18774,Scottsville,KY,9528,4179,9.48783%,48.91993
28170,13.66988,0,18775,Wadesboro,NC,8191,3383,11.47601%,45.4901
37327,13.66601,0,18776,Dunlap,TN,5911,2668,9.71071%,48.53157
68960,13.66434,0,,Naponee,NE,169,70,8.87574%,49.96863
4450,13.66407,0,18777,Kenduskeag,ME,813,331,9.9631%,48.09222
26568,13.66374,0,,Enterprise,WV,395,157,10.12658%,47.80978
68936,13.66357,0,,Edison,NE,191,79,6.80628%,53.53053
71933,13.66321,0,18778,Bonnerdale,AR,1125,448,9.95556%,48.10137
75474,13.66049,0,18779,Quinlan,TX,8803,3722,8.15631%,51.19908
77417,13.65778,0,18780,Beasley,TX,1055,468,8.05687%,51.37037
54511,13.6572,0,18781,Argonne,WI,1061,454,7.16305%,52.90942
57436,13.65678,0,,Doland,SD,461,197,11.71367%,45.06512
28518,13.65557,0,18782,Beulaville,NC,3945,1714,9.91128%,48.17068
87102,13.65056,0,18783,Albuquerque,NM,14301,4196,18.99168%,32.52263
61846,13.64569,0,18784,Georgetown,IL,3451,1481,7.56303%,52.21508
55752,13.64466,0,,Jacobson,MN,317,130,5.99369%,54.9192
67731,13.64441,0,18785,Bird City,KS,558,221,12.90323%,43.00827
15380,13.6441,0,18786,Wind Ridge,PA,594,270,11.11111%,46.0929
73562,13.64378,0,18787,Randlett,OK,560,258,12.32143%,44.00597
16217,13.6436,0,,Cooksburg,PA,117,46,9.40171%,49.035
29039,13.64293,0,18788,Cordova,SC,2288,1063,8.56643%,50.47075
31011,13.64216,0,18789,Chauncey,GA,522,222,10.34483%,47.4005
73944,13.64192,0,,Hardesty,OK,348,169,13.7931%,41.45746
75401,13.6389,0,18790,Greenville,TX,10672,4420,10.90705%,46.42765
74422,13.63583,0,18791,Boynton,OK,506,219,11.85771%,44.7853
57438,13.63539,0,18792,Faulkton,SD,1100,419,12.36364%,43.90921
34614,13.63461,0,18793,Brooksville,FL,1754,761,6.84151%,53.422
16940,13.63401,0,,Nelson,PA,416,194,10.09615%,47.80978
63454,13.63375,0,18794,Maywood,MO,521,238,7.4856%,52.304
53968,13.63318,0,18795,Wonewoc,WI,1583,654,8.7808%,50.07193
17220,13.63261,0,,Dry Run,PA,468,199,8.97436%,49.73587
38644,13.63245,0,,Lula,MS,138,54,11.5942%,45.22073
74038,13.63204,0,18796,Jennings,OK,1330,583,9.02256%,49.65219
31637,13.63117,0,18797,Lenox,GA,1858,832,9.52637%,48.78394
37110,13.62484,0,18798,McMinnville,TN,21189,8901,9.66539%,48.54334
26170,13.61791,0,18799,Saint Marys,WV,4066,1712,9.59174%,48.66756
74962,13.61586,0,18800,Vian,OK,3391,1442,13.65379%,41.66668
15541,13.6142,0,18801,Friedens,PA,2646,1124,10.1285%,47.73917
28580,13.61184,0,18802,Snow Hill,NC,5958,2516,8.82847%,49.97909
72946,13.60951,0,18803,Mountainburg,AR,2527,1126,11.15948%,45.95822
84750,13.60872,0,,Marysvale,UT,328,137,11.58537%,45.22073
41137,13.60858,0,,Firebrick,KY,205,95,7.31707%,52.57598
27824,13.60821,0,18804,Engelhard,NC,1130,416,8.67257%,50.2393
42081,13.60745,0,18805,Smithland,KY,1637,664,9.46854%,48.86763
23222,13.60216,0,18806,Richmond,VA,17607,6871,12.92668%,42.90366
12406,13.59714,0,18807,Arkville,NY,688,245,13.66279%,41.63398
42058,13.59655,0,18808,Ledbetter,KY,1484,663,5.9973%,54.84205
56020,13.59611,0,,Conger,MN,110,46,2.72727%,60.4765
46531,13.59586,0,18809,Grovertown,IN,816,348,5.39216%,55.88421
64484,13.59541,0,18810,Rushville,MO,796,353,8.41709%,50.6695
45168,13.59493,0,18811,Russellville,OH,952,424,11.55462%,45.26257
62974,13.59444,0,18812,Pittsburg,IL,839,342,7.15137%,52.84927
54732,13.59371,0,18813,Cornell,WI,1820,767,9.06593%,49.54889
76656,13.59285,0,18814,Lott,TX,1308,556,11.39144%,45.54109
16136,13.59231,0,18815,Koppel,PA,671,267,10.13413%,47.70648
97463,13.59141,0,18816,Oakridge,OR,2599,1076,10.58099%,46.9363
86429,13.58976,0,18817,Bullhead City,AZ,3404,1383,10.81081%,46.5401
38225,13.5876,0,18818,Dresden,TN,4491,1812,9.19617%,49.32137
57067,13.58627,0,,Utica,SD,333,131,11.41141%,45.49402
26257,13.58604,0,18819,Coalton,WV,529,225,9.82987%,48.21775
13739,13.58572,0,18820,Bloomville,NY,618,252,10.67961%,46.7467
30434,13.58449,0,18821,Louisville,GA,3847,1568,11.74942%,44.89906
21790,13.58342,0,,Tuscarora,MD,63,13,0%,65.14594
23947,13.58256,0,18822,Keysville,VA,3069,1238,12.02346%,44.4231
62823,13.58141,0,18823,Cisne,IL,1142,506,10.24518%,47.4868
74048,13.57994,0,18824,Nowata,OK,4209,1685,10.50131%,47.04483
65652,13.57809,0,18825,Fordland,MO,2519,876,8.57483%,50.36352
24579,13.57709,0,18826,Natural Bridge Station,VA,1121,431,6.86887%,53.30301
46036,13.57443,0,18827,Elwood,IN,8589,3735,7.80068%,51.69073
26575,13.57191,0,18828,Hundred,WV,593,207,13.49072%,41.88374
65261,13.57153,0,18829,Keytesville,MO,788,307,9.51777%,48.72902
77378,13.56953,0,18830,Willis,TX,6488,2845,7.75277%,51.76527
75143,13.56532,0,18831,Kemp,TX,8841,3760,7.77061%,51.73389
35014,13.56213,0,18832,Alpine,AL,2800,1121,9.42857%,48.87155
79503,13.56132,0,,Avoca,TX,158,69,6.96203%,53.12125
73084,13.56011,0,18833,Spencer,OK,4234,1749,10.81719%,46.47733
44637,13.5585,0,18834,Killbuck,OH,1631,694,8.46107%,50.53743
76270,13.55774,0,18835,Sunset,TX,1143,496,6.73666%,53.5083
74567,13.55738,0,,Snow,OK,180,81,11.11111%,45.96999
56089,13.55729,0,,Twin Lakes,MN,148,52,7.43243%,52.304
79847,13.55724,0,,Salt Flat,TX,22,10,18.18182%,33.77923
57523,13.55702,0,18836,Burke,SD,803,286,13.5741%,41.71898
61485,13.55667,0,,Victoria,IL,448,191,7.58929%,52.03202
28422,13.5557,0,18837,Bolivia,NC,3111,1402,8.8396%,49.87579
98570,13.55422,0,18838,Onalaska,WA,2256,1010,8.7766%,49.97909
44815,13.55346,0,18839,Bettsville,OH,510,240,7.2549%,52.60083
31789,13.55306,0,18840,Sumner,GA,950,443,8.21053%,50.95325
80930,13.5527,0,,Colorado Springs,CO,370,166,4.05405%,58.11497
51530,13.55242,0,18841,Earling,IA,669,249,8.52018%,50.41844
81220,13.55219,0,,Cimarron,CO,142,55,16.19718%,37.18553
38661,13.55177,0,18842,Red Banks,MS,1396,582,4.94269%,56.57854
4455,13.55122,0,18843,Lee,ME,603,266,10.6136%,46.80554
83330,13.55002,0,18844,Gooding,ID,3771,1572,11.45585%,45.3528
71671,13.54727,0,18845,Warren,AR,6253,2556,13.64145%,41.58429
50581,13.54533,0,18846,Rolfe,IA,814,339,12.40786%,43.70522
29547,13.54471,0,18847,Hamer,SC,1476,671,11.65312%,45.00367
83661,13.54263,0,18848,Payette,ID,6090,2612,9.50739%,48.70025
59441,13.54093,0,,Forestgrove,MT,81,39,13.58025%,41.67975
56737,13.54074,0,18849,Middle River,MN,618,250,8.73786%,50.0157
54114,13.53953,0,18850,Crivitz,WI,3794,1497,8.48708%,50.44721
44611,13.53815,0,18851,Big Prairie,OH,1228,547,6.75896%,53.41808
59058,13.53781,0,,Mosby,MT,32,18,15.625%,38.13877
96751,13.53776,0,,Kealia,HI,159,56,23.27044%,24.96339
